,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
14910,313021,Chittaurgarh_Kalashpuri_D (Rajasthan),Chittaurgarh_Kalashpuri_D (Rajasthan),Chittaurgarh_Kalashpuri_D (Rajasthan),Chittaurgarh,Rajasthan,TRUE
14911,561210,Gauribidanur_Srinagara_D (Karnataka),Gauribidanur_Srinagara_D (Karnataka),Gauribidanur_Srinagara_D (Karnataka),Gauribidanur,Karnataka,TRUE
14912,518221,Dhone_Autonagar_D (Andhra Pradesh),Dhone_Autonagar_D (Andhra Pradesh),Dhone_Autonagar_D (Andhra Pradesh),Dhone,Andhra Pradesh,TRUE
14913,221113,Varanasi_Khajuri_H (Uttar Pradesh),Varanasi_Khajuri_H (Uttar Pradesh),Varanasi_Khajuri_H (Uttar Pradesh),Varanasi,Uttar Pradesh,TRUE
14914,152121,Fazilka_Sector1_D (Punjab),Fazilka_Sector1_D (Punjab),Fazilka_Sector1_D (Punjab),Fazilka,Punjab,TRUE
14915,585437,Basavakalyan_Morkhandi_DPP (Karnataka),Basavakalyan_Morkhandi_DPP (Karnataka),Basavakalyan_Morkhandi_DPP (Karnataka),Humnabad,Karnataka,TRUE
14916,301426,Bhiwadi_VasundharaNagar_D (Rajasthan),Bhiwadi_VasundharaNagar_D (Rajasthan),Bhiwadi_VasundharaNagar_D (Rajasthan),Bhiwadi,Rajasthan,TRUE
14917,136156,Kurukshetra_Sector7_D (Haryana),Kurukshetra_Sector7_D (Haryana),Kurukshetra_Sector7_D (Haryana),Kurukshetra,Haryana,FALSE
14918,743291,Basirhat_MaitrDPP_D (West Bengal),Basirhat_MaitrDPP_D (West Bengal),Basirhat_MaitrDPP_D (West Bengal),Basirhat,West Bengal,TRUE
14919,743250,Kolkata_Dopere_L (West Bengal),Kolkata_Dopere_L (West Bengal),Kolkata_Dopere_L (West Bengal),Kolkata,West Bengal,TRUE
14920,221006,Varanasi_Khajuri_H (Uttar Pradesh),Varanasi_Khajuri_H (Uttar Pradesh),Varanasi_Khajuri_H (Uttar Pradesh),Varanasi,Uttar Pradesh,FALSE
14921,400065,Mumbai_GoregaonTemp_L (Maharashtra),Mumbai_GoregaonTemp_L (Maharashtra),Mumbai_GoregaonTemp_L (Maharashtra),Mumbai,Maharashtra,FALSE
14922,500027,Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad,Telangana,FALSE
14923,380025,Ahmedabad_Odhavestate_L (Gujarat),Ahmedabad_Kanera_GW (Gujarat),Ahmedabad_Odhavestate_L (Gujarat),Ahmedabad,Gujarat,FALSE
14924,680027,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,FALSE
14925,416002,Kolhapur_HupariRd_H (Maharashtra),Kolhapur_HupariRd_H (Maharashtra),Kolhapur_HupariRd_H (Maharashtra),Kolhapur,Maharashtra,FALSE
14926,283113,Fatehabad_Bah_D (Uttar Pradesh),Fatehabad_Bah_D (Uttar Pradesh),Fatehabad_Bah_D (Uttar Pradesh),Fatehabad-UP,Uttar Pradesh,FALSE
14927,603127,Tirukalukundram_Krychri_D (Tamil Nadu),Tirukalukundram_Krychri_D (Tamil Nadu),Tirukalukundram_Krychri_D (Tamil Nadu),Tirukalukundram,Tamil Nadu,TRUE
14928,733143,Itahar_Kumedpur_D (West Bengal),Itahar_Kumedpur_D (West Bengal),Itahar_Kumedpur_D (West Bengal),Itahar,West Bengal,TRUE
14929,721456,Contai_Egra_D (West Bengal),Contai_Egra_D (West Bengal),Contai_Egra_D (West Bengal),Contai,West Bengal,TRUE
14930,505498,Huzurabad_Vivekanandanagar_D (Telangana),Huzurabad_Vivekanandanagar_D (Telangana),Huzurabad_Vivekanandanagar_D (Telangana),Huzurabad,Telangana,TRUE
14931,758086,Kendujhar_Jhumpura_D (Orissa),Kendujhar_Jhumpura_D (Orissa),Kendujhar_Jhumpura_D (Orissa),Kendujhar,Orissa,TRUE
14932,416811,Talere_Anandnagar_DPP (Maharashtra),Talere_Anandnagar_DPP (Maharashtra),Talere_Anandnagar_DPP (Maharashtra),Talere,Maharashtra,FALSE
14933,231207,Robertsganj_Chopan_D (Uttar Pradesh),Robertsganj_Chopan_D (Uttar Pradesh),Robertsganj_Chopan_D (Uttar Pradesh),Chopan,Uttar Pradesh,TRUE
14934,440037,Nagpur_Chikhali1_L (Maharashtra),Nagpur_Khapari_GW (Maharashtra),Nagpur_Chikhali1_L (Maharashtra),Nagpur,Maharashtra,FALSE
14935,505174,Peddapalli_Rangampalle_D (Telangana),Peddapalli_Rangampalle_D (Telangana),Peddapalli_Rangampalle_D (Telangana),Peddapalli,Telangana,TRUE
14936,783127,Fekamari_Hallidayganj_D (Assam),Fekamari_Hallidayganj_D (Assam),Fekamari_Hallidayganj_D (Assam),Fekamari,Assam,FALSE
14937,326035,Khanpur_JhalawarRd_DPP (Rajasthan),Khanpur_JhalawarRd_DPP (Rajasthan),Khanpur_JhalawarRd_DPP (Rajasthan),Khanpur,Rajasthan,TRUE
14938,224238,Tanda_HayatganjChowk_D (Uttar Pradesh),Tanda_HayatganjChowk_D (Uttar Pradesh),Tanda_HayatganjChowk_D (Uttar Pradesh),Tanda,Uttar Pradesh,TRUE
14939,454660,Badnagar_RunijaRoad_D (Madhya Pradesh),Badnagar_RunijaRoad_D (Madhya Pradesh),Badnagar_RunijaRoad_D (Madhya Pradesh),Badnagar,Madhya Pradesh,TRUE
14940,722136,Bankura_KeranDPP_D (West Bengal),Bankura_KeranDPP_D (West Bengal),Bankura_KeranDPP_D (West Bengal),Bankura,West Bengal,TRUE
14941,321612,Mahwa_Allapur_D (Rajasthan),Mahwa_Allapur_D (Rajasthan),Mahwa_Allapur_D (Rajasthan),Mahwa,Rajasthan,TRUE
14942,691559,Pangodu_Bharathanoor_D (Kerala),Pangodu_Bharathanoor_D (Kerala),Pangodu_Bharathanoor_D (Kerala),Pangodu,Kerala,TRUE
14943,394221,Surat_GIDC1_P (Gujarat),Surat_Kacholi_GW (Gujarat),Surat_GIDC1_P (Gujarat),Surat,Gujarat,FALSE
14944,388421,Anand_VitthalUdyogNgr_D (Gujarat),Anand_VitthalUdyogNgr_D (Gujarat),Anand_VitthalUdyogNgr_D (Gujarat),Anand,Gujarat,TRUE
14945,680693,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,TRUE
14946,573211,Chnnryptna_Holenarasipur1_DPP (Karnataka),Chnnryptna_Holenarasipur1_DPP (Karnataka),Chnnryptna_Holenarasipur1_DPP (Karnataka),Channarayapatna,Karnataka,TRUE
14947,382445,Ahmedabad_Kanera_GW (Gujarat),Ahmedabad_Kanera_GW (Gujarat),Ahmedabad_Kanera_GW (Gujarat),Ahmedabad,Gujarat,FALSE
14948,767018,Birmaharajpur_Sandha_D (Orissa),Birmaharajpur_Sandha_D (Orissa),Birmaharajpur_Sandha_D (Orissa),Birmaharajpur,Orissa,TRUE
14949,276001,Azamgarh_Husanganj_H (Uttar Pradesh),Azamgarh_Husanganj_H (Uttar Pradesh),Azamgarh_Husanganj_H (Uttar Pradesh),Azamgarh,Uttar Pradesh,FALSE
14950,821105,Mohania_Anwari_D (Bihar),Mohania_Anwari_D (Bihar),Mohania_Anwari_D (Bihar),Mohania,Bihar,TRUE
14951,192302,Pulwama_Drasu_D (Jammu & Kashmir),Pulwama_Drasu_D (Jammu & Kashmir),Pulwama_Drasu_D (Jammu & Kashmir),Pulwama,Jammu & Kashmir,FALSE
14952,762001,Phulbani_NipiditaOfc_D (Orissa),Phulbani_NipiditaOfc_D (Orissa),Phulbani_NipiditaOfc_D (Orissa),Phulbani,Orissa,TRUE
14953,431213,Jalna_Yashodipnagar_D (Maharashtra),Jalna_Yashodipnagar_D (Maharashtra),Jalna_Yashodipnagar_D (Maharashtra),Jalna,Maharashtra,TRUE
14954,503002,Nizamabad_Sarangapur_I (Telangana),Nizamabad_Sarangapur_I (Telangana),Nizamabad_Sarangapur_I (Telangana),Nizamabad,Telangana,FALSE
14955,441002,Nagpur_Chikhali1_L (Maharashtra),Nagpur_Chikhali1_L (Maharashtra),Nagpur_Chikhali1_L (Maharashtra),Nagpur,Maharashtra,TRUE
14956,673632,Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode,Kerala,FALSE
14957,735215,Jaigaon_Manglabarey_D (West Bengal),Jaigaon_Manglabarey_D (West Bengal),Jaigaon_Manglabarey_D (West Bengal),Jaigaon,West Bengal,TRUE
14958,464671,Bareli_SourvDPP_D (Madhya Pradesh),Bareli_SourvDPP_D (Madhya Pradesh),Bareli_SourvDPP_D (Madhya Pradesh),Bareli,Madhya Pradesh,FALSE
14959,735102,Siliguri_Jugibhita_GW (West Bengal),Siliguri_Jugibhita_GW (West Bengal),Siliguri_Jugibhita_GW (West Bengal),Siliguri,West Bengal,TRUE
14960,852161,SonbarsaBH_BelaNawad_D (Bihar),SonbarsaBH_BelaNawad_D (Bihar),SonbarsaBH_BelaNawad_D (Bihar),Sonbarsa-BH,Bihar,TRUE
14961,413401,Barshi_Indiranagar_D (Maharashtra),Barshi_Indiranagar_D (Maharashtra),Barshi_Indiranagar_D (Maharashtra),Barshi,Maharashtra,TRUE
14962,799001,Agartala_UttarChampamura_I (Tripura),NSZ,Agartala_UttarChampamura_I (Tripura),Agartala,Tripura,FALSE
14963,415408,Shirala_ProfessorColony_D (Maharashtra),Shirala_ProfessorColony_D (Maharashtra),Shirala_ProfessorColony_D (Maharashtra),Shirala,Maharashtra,TRUE
14964,232328,Gahmar_KhuduraPthra_DPP (Uttar Pradesh),Gahmar_KhuduraPthra_DPP (Uttar Pradesh),Gahmar_KhuduraPthra_DPP (Uttar Pradesh),Gahmar,Uttar Pradesh,TRUE
14965,754214,Kendrapara_Chhagharia_D (Orissa),Kendrapara_Chhagharia_D (Orissa),Kendrapara_Chhagharia_D (Orissa),Kendrapara,Orissa,TRUE
14966,441104,Ramtek_ShivajiWard_D (Maharashtra),Ramtek_ShivajiWard_D (Maharashtra),Ramtek_ShivajiWard_D (Maharashtra),Ramtek,Maharashtra,TRUE
14967,577112,Sringeri_Kalmetlu_DPP (Karnataka),Sringeri_Kalmetlu_DPP (Karnataka),Sringeri_Kalmetlu_DPP (Karnataka),Sringeri,Karnataka,TRUE
14968,176216,Dharamshala_Panjlehr_D (Himachal Pradesh),Dharamshala_Panjlehr_D (Himachal Pradesh),Dharamshala_Panjlehr_D (Himachal Pradesh),Dharamshala,Himachal Pradesh,TRUE
14969,203408,Hapur_Asaura_D (Uttar Pradesh),Hapur_Asaura_D (Uttar Pradesh),Hapur_Asaura_D (Uttar Pradesh),Hapur,Uttar Pradesh,TRUE
14970,591131,Khanapur_GandhiNagar_DPP (Karnataka),Khanapur_GandhiNagar_DPP (Karnataka),Khanapur_GandhiNagar_DPP (Karnataka),Khanapur,Karnataka,TRUE
14971,803204,Chandi_SH78_D (Bihar),Chandi_SH78_D (Bihar),Chandi_SH78_D (Bihar),Chandi,Bihar,FALSE
14972,382005,Ahmedabad_Chandkheda_L (Gujarat),Ahmedabad_Chandkheda_L (Gujarat),Ahmedabad_Chandkheda_L (Gujarat),Ahmedabad,Gujarat,FALSE
14973,712601,Arambag_BalibDPP_D (West Bengal),Arambag_BalibDPP_D (West Bengal),Arambag_BalibDPP_D (West Bengal),Arambag,West Bengal,TRUE
14974,751003,Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneshwar,Orissa,FALSE
14975,464228,Sironj_Hajipur_DPP (Madhya Pradesh),Sironj_Hajipur_DPP (Madhya Pradesh),Sironj_Hajipur_DPP (Madhya Pradesh),Sironj,Madhya Pradesh,TRUE
14976,784117,Thelamara_NilachalPath_D (Assam),Thelamara_NilachalPath_D (Assam),Thelamara_NilachalPath_D (Assam),Thelamara,Assam,FALSE
14977,246171,Rudraprayag_Gulabrai_D (Uttarakhand),Rudraprayag_Gulabrai_D (Uttarakhand),Rudraprayag_Gulabrai_D (Uttarakhand),Rudraprayag,Uttarakhand,TRUE
14978,713407,Bardhaman_Ulhas_I (West Bengal),Bardhaman_Ulhas_I (West Bengal),Bardhaman_Ulhas_I (West Bengal),Bardhaman,West Bengal,TRUE
14979,577448,Thirthahalli_Melinakuruvali2_DPP (Karnataka),Thirthahalli_Melinakuruvali2_DPP (Karnataka),Thirthahalli_Melinakuruvali2_DPP (Karnataka),Thirthahalli,Karnataka,TRUE
14980,673621,Thamarassery_Raoth_D (Kerala),Thamarassery_Raoth_D (Kerala),Thamarassery_Raoth_D (Kerala),Thamarassery,Kerala,TRUE
14981,852219,Udakishanganj_Haraili_D (Bihar),Udakishanganj_Haraili_D (Bihar),Udakishanganj_Haraili_D (Bihar),Udakishanganj,Bihar,FALSE
14982,630502,Ponamarvathi_Singampunari_D (Tamil Nadu),Ponamarvathi_Singampunari_D (Tamil Nadu),Ponamarvathi_Singampunari_D (Tamil Nadu),Ponnamaravathi,Tamil Nadu,TRUE
14983,506005,Warangal_Stambampalli_I (Telangana),Warangal_Stambampalli_I (Telangana),Warangal_Stambampalli_I (Telangana),Warangal,Telangana,FALSE
14984,230002,Pratapgarh_Teonga_D (Uttar Pradesh),Pratapgarh_Teonga_D (Uttar Pradesh),Pratapgarh_Teonga_D (Uttar Pradesh),Pratapgarh,Uttar Pradesh,TRUE
14985,695609,Pangodu_Bharathanoor_D (Kerala),Pangodu_Bharathanoor_D (Kerala),Pangodu_Bharathanoor_D (Kerala),Pangodu,Kerala,TRUE
14986,691530,Adoor_CananNagar1_D (Kerala),Adoor_CananNagar1_D (Kerala),Adoor_CananNagar1_D (Kerala),Adoor,Kerala,TRUE
14987,676103,Tirur_Niramaruthur_D (Kerala),Tirur_Niramaruthur_D (Kerala),Tirur_Niramaruthur_D (Kerala),Tirur,Kerala,TRUE
14988,591228,Nipani_Sakharwadi_D (Karnataka),Nipani_Sakharwadi_D (Karnataka),Nipani_Sakharwadi_D (Karnataka),Nipani,Karnataka,TRUE
14989,412801,Khandala_Shrwal_D (Maharashtra),Khandala_Shrwal_D (Maharashtra),Khandala_Shrwal_D (Maharashtra),Khandala,Maharashtra,FALSE
14990,571101,Mysore_Tnarsipura_D (Karnataka),Mysore_Tnarsipura_D (Karnataka),Mysore_Tnarsipura_D (Karnataka),Mysore,Karnataka,TRUE
14991,844111,Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur,Bihar,TRUE
14992,110105,Delhi_KirtiNgrRamaRd_L (Delhi),Delhi_KirtiNgrRamaRd_L (Delhi),Delhi_KirtiNgrRamaRd_L (Delhi),Delhi,Delhi,FALSE
14993,248007,Dehradun_Badowala_H (Uttarakhand),Dehradun_Badowala_H (Uttarakhand),Dehradun_Badowala_H (Uttarakhand),Dehradun,Uttarakhand,FALSE
14994,607402,Viluppuram_Pallithennal_P (Tamil Nadu),Viluppuram_Pallithennal_P (Tamil Nadu),Viluppuram_Pallithennal_P (Tamil Nadu),Viluppuram,Tamil Nadu,FALSE
14995,691022,Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam,Kerala,FALSE
14996,533214,Amalapuram_Ward12_D (Andhra Pradesh),Amalapuram_Ward12_D (Andhra Pradesh),Amalapuram_Ward12_D (Andhra Pradesh),Amalapuram,Andhra Pradesh,TRUE
14997,311301,Badnaur_Asind1_D (Rajasthan),Badnaur_Asind1_D (Rajasthan),Badnaur_Asind1_D (Rajasthan),Badnaur,Rajasthan,TRUE
14998,342011,Jodhpur_Temp_L (Rajasthan),Jodhpur_BasniPhase2_P (Rajasthan),Jodhpur_Temp_L (Rajasthan),Jodhpur,Rajasthan,FALSE
14999,493338,Jaijaipur_Shivrinarayan_DPP (Chhattisgarh),Jaijaipur_Shivrinarayan_DPP (Chhattisgarh),Jaijaipur_Shivrinarayan_DPP (Chhattisgarh),Jaijaipur,Chhattisgarh,FALSE
15000,400607,Mumbai_WagleMIDC_L (Maharashtra),Bhiwandi_Lonad_GW (Maharashtra),Mumbai_WagleMIDC_L (Maharashtra),Thane,Maharashtra,FALSE
15001,686571,Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam,Kerala,TRUE
15002,591311,Ugar_SaiNagar_D (Karnataka),Ugar_SaiNagar_D (Karnataka),Ugar_SaiNagar_D (Karnataka),Ugar,Karnataka,TRUE
15003,394641,Bardoli_SuratRoad_D (Gujarat),Bardoli_SuratRoad_D (Gujarat),Bardoli_SuratRoad_D (Gujarat),Bardoli,Gujarat,TRUE
15004,121012,Faridabad_MathuraRoad_GW (Haryana),Faridabad_MathuraRoad_GW (Haryana),Faridabad_MathuraRoad_GW (Haryana),Faridabad,Haryana,FALSE
15005,577007,Davangere_Industrialarea_I (Karnataka),Davangere_Industrialarea_I (Karnataka),Davangere_Industrialarea_I (Karnataka),Davangere,Karnataka,FALSE
15006,613703,Thiruvarur_Pulivalam_D (Tamil Nadu),Thiruvarur_Pulivalam_D (Tamil Nadu),Thiruvarur_Pulivalam_D (Tamil Nadu),Thiruvarur,Tamil Nadu,TRUE
15007,673302,Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode,Kerala,FALSE
15008,393150,Rajpipla_DSPOffice_DPP (Gujarat),Rajpipla_DSPOffice_DPP (Gujarat),Rajpipla_DSPOffice_DPP (Gujarat),Rajpipla,Gujarat,TRUE
15009,142050,Faridkot_Puricolny_D (Punjab),Faridkot_Puricolny_D (Punjab),Faridkot_Puricolny_D (Punjab),Faridkot,Punjab,TRUE
15010,829210,Khalari_NayaDhauda_D (Jharkhand),Khalari_NayaDhauda_D (Jharkhand),Khalari_NayaDhauda_D (Jharkhand),Khalari-JR,Jharkhand,FALSE
15011,364241,Bhavnagar_Chitra_I (Gujarat),Bhavnagar_Chitra_I (Gujarat),Bhavnagar_Chitra_I (Gujarat),Bhavnagar,Gujarat,TRUE
15012,176214,Kangra_Nandehr_D (Himachal Pradesh),Kangra_Nandehr_D (Himachal Pradesh),Kangra_Nandehr_D (Himachal Pradesh),Kangra,Himachal Pradesh,TRUE
15013,422112,Sinnar_Pimpale_D (Maharashtra),Sinnar_Pimpale_D (Maharashtra),Sinnar_Pimpale_D (Maharashtra),Sinnar,Maharashtra,FALSE
15014,761055,Digapahandi_Punjikanya1_D (Orissa),Digapahandi_Punjikanya1_D (Orissa),Digapahandi_Punjikanya1_D (Orissa),Digapahandi,Orissa,FALSE
15015,176049,Bhota_BpassDPP_D (Himachal Pradesh),Bhota_BpassDPP_D (Himachal Pradesh),Bhota_BpassDPP_D (Himachal Pradesh),Bhota,Himachal Pradesh,FALSE
15016,743299,Swarupnagar_MlangaPra_DPP (West Bengal),Swarupnagar_MlangaPra_DPP (West Bengal),Swarupnagar_MlangaPra_DPP (West Bengal),Swarupnagar,West Bengal,TRUE
15017,485114,Satna_Nazirabad_I (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),Satna_Nazirabad_I (Madhya Pradesh),Satna,Madhya Pradesh,TRUE
15018,743412,Basirhat_MaitrDPP_D (West Bengal),Basirhat_MaitrDPP_D (West Bengal),Basirhat_MaitrDPP_D (West Bengal),Basirhat,West Bengal,TRUE
15019,712158,Pandua_NvplyDPP_D (West Bengal),Pandua_NvplyDPP_D (West Bengal),Pandua_NvplyDPP_D (West Bengal),Pandua,West Bengal,TRUE
15020,230306,Phulpur_Shekhpur1_D (Uttar Pradesh),Phulpur_Shekhpur1_D (Uttar Pradesh),Phulpur_Shekhpur1_D (Uttar Pradesh),Phulpur,Uttar Pradesh,TRUE
15021,390024,Vadodara_Dashrath_H (Gujarat),Vadodara_Temp_H (Gujarat),Vadodara_Dashrath_H (Gujarat),Vadodara,Gujarat,FALSE
15022,135106,Yamunanagar_Veerngrcly_D (Haryana),Yamunanagar_Veerngrcly_D (Haryana),Yamunanagar_Veerngrcly_D (Haryana),Yamuna Nagar,Haryana,TRUE
15023,782123,Nagaon_Bangthai_H (Assam),Nagaon_Bangthai_H (Assam),Nagaon_Bangthai_H (Assam),Nagaon,Assam,TRUE
15024,173221,Solan_SayriGhat_DPP (Himachal Pradesh),Solan_SayriGhat_DPP (Himachal Pradesh),Solan_SayriGhat_DPP (Himachal Pradesh),Solan,Himachal Pradesh,FALSE
15025,636113,Mettala_Rasipuram_D (Tamil Nadu),Mettala_Rasipuram_D (Tamil Nadu),Mettala_Rasipuram_D (Tamil Nadu),Mettala,Tamil Nadu,TRUE
15026,623203,Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi,Tamil Nadu,TRUE
15027,785633,Jorhat_Titabor_D (Assam),Jorhat_Titabor_D (Assam),Jorhat_Titabor_D (Assam),Jorhat,Assam,TRUE
15028,222141,Badlapur_Barauli1_D (Uttar Pradesh),Badlapur_Barauli1_D (Uttar Pradesh),Badlapur_Barauli1_D (Uttar Pradesh),Badlapur,Uttar Pradesh,TRUE
15029,414503,Shevgaon_Bodhegoan1_DPP (Maharashtra),Shevgaon_Bodhegoan1_DPP (Maharashtra),Shevgaon_Bodhegoan1_DPP (Maharashtra),Shevgaon,Maharashtra,TRUE
15030,422301,Nashik_Ojhar_D (Maharashtra),Nashik_Ojhar_D (Maharashtra),Nashik_Ojhar_D (Maharashtra),Nashik,Maharashtra,TRUE
15031,462023,Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal,Madhya Pradesh,FALSE
15032,395012,Surat_Kadodara1_L (Gujarat),Surat_Kacholi_GW (Gujarat),Surat_Kadodara1_L (Gujarat),Kadodara,Gujarat,FALSE
15033,814166,Dumka_Baijnathpur_D (Jharkhand),Dumka_Baijnathpur_D (Jharkhand),Dumka_Baijnathpur_D (Jharkhand),Dumka,Jharkhand,FALSE
15034,735306,Mekhliganj_WardNo7_DPP (West Bengal),Mekhliganj_WardNo7_DPP (West Bengal),Mekhliganj_WardNo7_DPP (West Bengal),Mekhliganj,West Bengal,TRUE
15035,713340,Asansol_Ward13_D (West Bengal),Asansol_Ward13_D (West Bengal),Asansol_Ward13_D (West Bengal),Asansol,West Bengal,TRUE
15036,804434,Jehanabad_Gaurakshini_D (Bihar),Jehanabad_Gaurakshini_D (Bihar),Jehanabad_Gaurakshini_D (Bihar),Jehanabad,Bihar,TRUE
15037,323022,Bundi_Central_D_1 (Rajasthan),Bundi_Central_D_1 (Rajasthan),Bundi_Central_D_1 (Rajasthan),Bundi,Rajasthan,TRUE
15038,305623,Bijainagar_MotiNagar_D (Rajasthan),Bijainagar_MotiNagar_D (Rajasthan),Bijainagar_MotiNagar_D (Rajasthan),Bijainagar,Rajasthan,TRUE
15039,731122,Dubrajpur_Mansayer_D (West Bengal),Dubrajpur_Mansayer_D (West Bengal),Dubrajpur_Mansayer_D (West Bengal),Dubrajpur,West Bengal,TRUE
15040,465693,Rajgarh_Jirapur1_D (Madhya Pradesh),Rajgarh_Jirapur1_D (Madhya Pradesh),Rajgarh_Jirapur1_D (Madhya Pradesh),Rajgarh-MP,Madhya Pradesh,FALSE
15041,624001,Dindigul_Kottapatti_D (Tamil Nadu),Dindigul_Kottapatti_D (Tamil Nadu),Dindigul_Kottapatti_D (Tamil Nadu),Dindigul,Tamil Nadu,FALSE
15042,815314,Giridih_Kharagdiha_D (Jharkhand),Giridih_Kharagdiha_D (Jharkhand),Giridih_Kharagdiha_D (Jharkhand),Giridih,Jharkhand,FALSE
15043,444104,Akola_Midcphase3_H (Maharashtra),Akola_Midcphase3_H (Maharashtra),Akola_Midcphase3_H (Maharashtra),Akola,Maharashtra,FALSE
15044,638009,Erode_BharathiNagar_L (Tamil Nadu),Erode_BharathiNagar_L (Tamil Nadu),Erode_BharathiNagar_L (Tamil Nadu),Erode,Tamil Nadu,FALSE
15045,628656,Thisynvilai_Kerikrnthtu_D (Tamil Nadu),Thisynvilai_Kerikrnthtu_D (Tamil Nadu),Thisynvilai_Kerikrnthtu_D (Tamil Nadu),Thisayanvilai,Tamil Nadu,TRUE
15046,686002,Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam,Kerala,FALSE
15047,302022,Jaipur_SitapuraGoner_L (Rajasthan),Jaipur_SitapuraGoner_L (Rajasthan),Jaipur_SitapuraGoner_L (Rajasthan),Jaipur,Rajasthan,FALSE
15048,670314,Kannur_Payyanur_D (Kerala),Kannur_Payyanur_D (Kerala),Kannur_Payyanur_D (Kerala),Kannur,Kerala,TRUE
15049,686617,Kottayam_Manjoor_D (Kerala),Kottayam_Manjoor_D (Kerala),Kottayam_Manjoor_D (Kerala),Kottayam,Kerala,TRUE
15050,144525,Garhshankar_Ward10_D (Punjab),Garhshankar_Ward10_D (Punjab),Garhshankar_Ward10_D (Punjab),Garhshanker,Punjab,TRUE
15051,342601,Piparcity_JodhpurRd_DPP (Rajasthan),Piparcity_JodhpurRd_DPP (Rajasthan),Piparcity_JodhpurRd_DPP (Rajasthan),Piparcity,Rajasthan,TRUE
15052,451228,Thikri_DrbrVilla_DPP (Madhya Pradesh),Thikri_DrbrVilla_DPP (Madhya Pradesh),Thikri_DrbrVilla_DPP (Madhya Pradesh),Thikri,Madhya Pradesh,TRUE
15053,804403,Makhdumpur_Nawabganj_D (Bihar),Makhdumpur_Nawabganj_D (Bihar),Makhdumpur_Nawabganj_D (Bihar),Makhdumpur,Bihar,TRUE
15054,480887,Lakhnadon_Ward5_D (Madhya Pradesh),Lakhnadon_Ward5_D (Madhya Pradesh),Lakhnadon_Ward5_D (Madhya Pradesh),Lakhnadon,Madhya Pradesh,TRUE
15055,415702,Shringartali_Janavale1_D (Maharashtra),Shringartali_Janavale1_D (Maharashtra),Shringartali_Janavale1_D (Maharashtra),Shringartali,Maharashtra,TRUE
15056,804419,Arwal_Ballopur_D (Bihar),Arwal_Ballopur_D (Bihar),Arwal_Ballopur_D (Bihar),Arwal,Bihar,TRUE
15057,841101,Hajipur_Hathsarganj1_D (Bihar),Hajipur_Hathsarganj1_D (Bihar),Hajipur_Hathsarganj1_D (Bihar),Hajipur,Bihar,TRUE
15058,333026,Pilani_LoharuRd_D (Rajasthan),Pilani_LoharuRd_D (Rajasthan),Pilani_LoharuRd_D (Rajasthan),Pilani,Rajasthan,TRUE
15059,305011,Ajmer_Ratanzila_I (Rajasthan),Ajmer_Ratanzila_I (Rajasthan),Ajmer_Ratanzila_I (Rajasthan),Ajmer,Rajasthan,TRUE
15060,494444,BijapurCH_AyypaSwamiNgr_D (Chhattisgarh),BijapurCH_AyypaSwamiNgr_D (Chhattisgarh),BijapurCH_AyypaSwamiNgr_D (Chhattisgarh),BijapurCH,Chhattisgarh,FALSE
15061,471001,Chhatarpur_VishnoNagar_D (Madhya Pradesh),Chhatarpur_VishnoNagar_D (Madhya Pradesh),Chhatarpur_VishnoNagar_D (Madhya Pradesh),Chhatarpur,Madhya Pradesh,TRUE
15062,515271,Madakasira_Ward5_D (Andhra Pradesh),Madakasira_Ward5_D (Andhra Pradesh),Madakasira_Ward5_D (Andhra Pradesh),Madakasira,Andhra Pradesh,TRUE
